src_folder,query,src_dialect,tgt_dialect,level,parse_ok,transpile_ok,footprint_committed,footprint_recomputed,strict_text_roundtrip,exec_equiv_src2dkdb,mismatch_committed
postgresql,date_truncation,postgres,tsql,intermediate,True,True,True,True,False,,False
postgresql,date_truncation,postgres,oracle,intermediate,True,True,True,True,False,,False
postgresql,date_truncation,postgres,snowflake,intermediate,True,True,True,True,False,,False
postgresql,self_join,postgres,postgres,intermediate,True,True,True,True,False,,False
postgresql,self_join,postgres,mysql,intermediate,True,True,True,True,False,,False
postgresql,self_join,postgres,tsql,intermediate,True,True,True,True,False,,False
postgresql,self_join,postgres,oracle,intermediate,True,True,True,True,False,,False
postgresql,self_join,postgres,snowflake,intermediate,True,True,True,True,False,,False
postgresql,union_queries,postgres,postgres,intermediate,True,True,True,True,False,,False
postgresql,union_queries,postgres,mysql,intermediate,True,True,True,True,False,,False
postgresql,union_queries,postgres,tsql,intermediate,True,True,True,True,False,,False
postgresql,union_queries,postgres,oracle,intermediate,True,True,True,True,False,,False
postgresql,union_queries,postgres,snowflake,intermediate,True,True,True,True,False,,False
postgresql,exists_clause,postgres,postgres,intermediate,True,True,True,True,False,,False
postgresql,exists_clause,postgres,mysql,intermediate,True,True,True,True,False,,False
postgresql,exists_clause,postgres,tsql,intermediate,True,True,True,True,False,,False
postgresql,exists_clause,postgres,oracle,intermediate,True,True,True,True,False,,False
postgresql,exists_clause,postgres,snowflake,intermediate,True,True,True,True,False,,False
postgresql,window_lead_lag,postgres,postgres,intermediate,True,True,True,True,False,,False
postgresql,window_lead_lag,postgres,mysql,intermediate,True,True,False,False,False,,False
postgresql,window_lead_lag,postgres,tsql,intermediate,True,True,False,False,False,,False
postgresql,window_lead_lag,postgres,oracle,intermediate,True,True,True,True,False,,False
postgresql,window_lead_lag,postgres,snowflake,intermediate,True,True,True,True,False,,False
postgresql,cross_join,postgres,postgres,intermediate,True,True,True,True,False,,False
postgresql,cross_join,postgres,mysql,intermediate,True,True,True,True,False,,False
postgresql,cross_join,postgres,tsql,intermediate,True,True,True,True,False,,False
postgresql,cross_join,postgres,oracle,intermediate,True,True,True,True,False,,False
postgresql,cross_join,postgres,snowflake,intermediate,True,True,True,True,False,,False
postgresql,full_outer_join,postgres,postgres,intermediate,True,True,True,True,False,,False
postgresql,full_outer_join,postgres,mysql,intermediate,True,True,False,False,False,,False
postgresql,full_outer_join,postgres,tsql,intermediate,True,True,True,True,False,,False
postgresql,full_outer_join,postgres,oracle,intermediate,True,True,True,True,False,,False
postgresql,full_outer_join,postgres,snowflake,intermediate,True,True,True,True,False,,False
postgresql,extract_date_parts,postgres,postgres,intermediate,True,True,True,True,False,,False
postgresql,extract_date_parts,postgres,mysql,intermediate,True,True,True,True,False,,False
postgresql,extract_date_parts,postgres,tsql,intermediate,True,True,True,True,False,,False
postgresql,extract_date_parts,postgres,oracle,intermediate,True,True,True,True,False,,False
postgresql,extract_date_parts,postgres,snowflake,intermediate,True,True,True,True,False,,False
postgresql,conditional_aggregation,postgres,postgres,intermediate,True,True,True,True,False,,False
postgresql,conditional_aggregation,postgres,mysql,intermediate,True,True,True,True,False,,False
postgresql,conditional_aggregation,postgres,tsql,intermediate,True,True,True,True,False,,False
postgresql,conditional_aggregation,postgres,oracle,intermediate,True,True,True,True,False,,False
postgresql,conditional_aggregation,postgres,snowflake,intermediate,True,True,True,True,False,,False
postgresql,row_number_pagination,postgres,postgres,intermediate,True,True,True,True,False,,False
postgresql,row_number_pagination,postgres,mysql,intermediate,True,True,False,False,False,,False
postgresql,row_number_pagination,postgres,tsql,intermediate,True,True,False,False,False,,False
postgresql,row_number_pagination,postgres,oracle,intermediate,True,True,True,True,False,,False
postgresql,row_number_pagination,postgres,snowflake,intermediate,True,True,True,True,False,,False
postgresql,regexp_matching,postgres,postgres,intermediate,True,True,True,True,False,,False
postgresql,regexp_matching,postgres,mysql,intermediate,True,True,True,True,False,,False
postgresql,regexp_matching,postgres,tsql,intermediate,True,True,True,True,False,,False
postgresql,regexp_matching,postgres,oracle,intermediate,True,True,True,True,False,,False
postgresql,regexp_matching,postgres,snowflake,intermediate,True,True,True,True,False,,False
postgresql,recursive_cte,postgres,postgres,advanced,True,True,True,True,False,,False
postgresql,recursive_cte,postgres,mysql,advanced,True,True,False,False,False,,False
postgresql,recursive_cte,postgres,tsql,advanced,True,True,False,False,False,,False
postgresql,recursive_cte,postgres,oracle,advanced,True,True,True,True,False,,False
postgresql,recursive_cte,postgres,snowflake,advanced,True,True,True,True,False,,False
postgresql,multiple_ctes,postgres,postgres,advanced,True,True,True,True,False,,False
postgresql,multiple_ctes,postgres,mysql,advanced,True,True,False,False,False,,False
postgresql,multiple_ctes,postgres,tsql,advanced,True,True,True,True,False,,False
postgresql,multiple_ctes,postgres,oracle,advanced,True,True,True,True,False,,False
postgresql,multiple_ctes,postgres,snowflake,advanced,True,True,True,True,False,,False
postgresql,window_moving_average,postgres,postgres,advanced,True,True,True,True,False,,False
postgresql,window_moving_average,postgres,mysql,advanced,True,True,True,True,False,,False
postgresql,window_moving_average,postgres,tsql,advanced,True,True,True,True,False,,False
postgresql,window_moving_average,postgres,oracle,advanced,True,True,True,True,False,,False
postgresql,window_moving_average,postgres,snowflake,advanced,True,True,True,True,False,,False
postgresql,lateral_join,postgres,postgres,advanced,True,True,True,True,False,,False
postgresql,lateral_join,postgres,mysql,advanced,True,True,False,False,False,,False
postgresql,lateral_join,postgres,tsql,advanced,True,True,False,False,False,,False
postgresql,lateral_join,postgres,oracle,advanced,True,True,False,False,False,,False
postgresql,lateral_join,postgres,snowflake,advanced,True,True,True,True,False,,False
postgresql,pivot_crosstab,postgres,postgres,advanced,True,True,True,True,False,,False
postgresql,pivot_crosstab,postgres,mysql,advanced,True,True,True,True,False,,False
postgresql,pivot_crosstab,postgres,tsql,advanced,True,True,True,True,False,,False
postgresql,pivot_crosstab,postgres,oracle,advanced,True,True,True,True,False,,False
postgresql,pivot_crosstab,postgres,snowflake,advanced,True,True,False,False,False,,False
postgresql,percentile_calculation,postgres,postgres,advanced,True,True,True,True,False,,False
postgresql,percentile_calculation,postgres,mysql,advanced,True,True,False,False,False,,False
postgresql,percentile_calculation,postgres,tsql,advanced,True,True,False,False,False,,False
postgresql,percentile_calculation,postgres,oracle,advanced,True,True,True,True,False,,False
postgresql,percentile_calculation,postgres,snowflake,advanced,True,True,True,True,False,,False
postgresql,generate_series_dates,postgres,postgres,advanced,True,True,True,True,False,,False
postgresql,generate_series_dates,postgres,mysql,advanced,True,True,False,False,False,,False
postgresql,generate_series_dates,postgres,tsql,advanced,True,True,False,False,False,,False
postgresql,generate_series_dates,postgres,oracle,advanced,True,True,False,False,False,,False
postgresql,generate_series_dates,postgres,snowflake,advanced,True,True,False,False,False,,False
postgresql,full_text_search,postgres,postgres,advanced,True,True,True,True,False,,False
postgresql,full_text_search,postgres,mysql,advanced,True,True,False,False,,,False
postgresql,full_text_search,postgres,tsql,advanced,True,True,False,False,,,False
postgresql,full_text_search,postgres,oracle,advanced,True,True,False,False,,,False
postgresql,full_text_search,postgres,snowflake,advanced,True,True,False,False,,,False
postgresql,complex_nested_query,postgres,postgres,advanced,True,True,True,True,False,,False
postgresql,complex_nested_query,postgres,mysql,advanced,True,True,False,False,False,,False
postgresql,complex_nested_query,postgres,tsql,advanced,True,True,False,False,False,,False
postgresql,complex_nested_query,postgres,oracle,advanced,True,True,True,True,False,,False
postgresql,complex_nested_query,postgres,snowflake,advanced,True,True,True,True,False,,False
postgresql,upsert_on_conflict,postgres,postgres,advanced,True,True,True,True,False,,False
postgresql,upsert_on_conflict,postgres,mysql,advanced,True,True,True,True,False,,False
postgresql,upsert_on_conflict,postgres,tsql,advanced,True,True,True,True,False,,False
postgresql,upsert_on_conflict,postgres,oracle,advanced,True,True,True,True,False,,False
postgresql,upsert_on_conflict,postgres,snowflake,advanced,True,True,True,True,False,,False
postgresql,array_agg,postgres,postgres,dialect_specific,True,True,True,True,False,,False
postgresql,array_agg,postgres,mysql,dialect_specific,True,True,False,False,False,,False
postgresql,array_agg,postgres,tsql,dialect_specific,True,True,False,False,False,,False
postgresql,array_agg,postgres,oracle,dialect_specific,True,True,True,True,False,,False
postgresql,array_agg,postgres,snowflake,dialect_specific,True,True,False,False,False,,False
postgresql,jsonb_aggregation,postgres,postgres,dialect_specific,True,True,True,True,False,,False
postgresql,jsonb_aggregation,postgres,mysql,dialect_specific,True,True,True,True,False,,False
postgresql,jsonb_aggregation,postgres,tsql,dialect_specific,True,True,True,True,False,,False
postgresql,jsonb_aggregation,postgres,oracle,dialect_specific,True,True,True,True,False,,False
postgresql,jsonb_aggregation,postgres,snowflake,dialect_specific,True,True,True,True,False,,False
postgresql,gin_index_usage,postgres,postgres,dialect_specific,True,True,True,True,False,,False
postgresql,gin_index_usage,postgres,mysql,dialect_specific,True,True,False,False,False,,False
postgresql,gin_index_usage,postgres,tsql,dialect_specific,True,True,False,False,False,,False
postgresql,gin_index_usage,postgres,oracle,dialect_specific,True,True,True,True,False,,False
postgresql,gin_index_usage,postgres,snowflake,dialect_specific,True,True,True,True,False,,False
postgresql,listen_notify,postgres,postgres,dialect_specific,False,False,False,,,,
postgresql,listen_notify,postgres,mysql,dialect_specific,False,False,False,,,,
postgresql,listen_notify,postgres,tsql,dialect_specific,False,False,False,,,,
postgresql,listen_notify,postgres,oracle,dialect_specific,False,False,False,,,,
postgresql,listen_notify,postgres,snowflake,dialect_specific,False,False,False,,,,
postgresql,uuid_generation,postgres,postgres,dialect_specific,True,True,True,True,False,,False
postgresql,uuid_generation,postgres,mysql,dialect_specific,True,True,True,True,False,,False
postgresql,uuid_generation,postgres,tsql,dialect_specific,True,True,True,True,False,,False
postgresql,uuid_generation,postgres,oracle,dialect_specific,True,True,True,True,False,,False
postgresql,uuid_generation,postgres,snowflake,dialect_specific,True,True,True,True,False,,False
mysql,simple_select,mysql,postgres,basic,True,True,True,True,False,,False
mysql,simple_select,mysql,mysql,basic,True,True,True,True,False,,False
mysql,simple_select,mysql,tsql,basic,True,True,True,True,False,,False
mysql,simple_select,mysql,oracle,basic,True,True,True,True,False,,False
mysql,simple_select,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,auto_increment_table,mysql,postgres,basic,True,True,False,False,False,,False
mysql,auto_increment_table,mysql,mysql,basic,True,True,True,True,False,,False
mysql,auto_increment_table,mysql,tsql,basic,True,True,True,True,False,,False
mysql,auto_increment_table,mysql,oracle,basic,True,True,True,True,False,,False
mysql,auto_increment_table,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,insert_with_now,mysql,postgres,basic,True,True,False,False,False,,False
mysql,insert_with_now,mysql,mysql,basic,True,True,True,True,False,,False
mysql,insert_with_now,mysql,tsql,basic,True,True,True,True,False,,False
mysql,insert_with_now,mysql,oracle,basic,True,True,True,True,False,,False
mysql,insert_with_now,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,basic_update,mysql,postgres,basic,True,True,True,True,False,,False
mysql,basic_update,mysql,mysql,basic,True,True,True,True,False,,False
mysql,basic_update,mysql,tsql,basic,True,True,True,True,False,,False
mysql,basic_update,mysql,oracle,basic,True,True,True,True,False,,False
mysql,basic_update,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,limit_offset,mysql,postgres,basic,True,True,True,True,False,,False
mysql,limit_offset,mysql,mysql,basic,True,True,True,True,False,,False
mysql,limit_offset,mysql,tsql,basic,True,True,False,False,False,,False
mysql,limit_offset,mysql,oracle,basic,True,True,False,False,False,,False
mysql,limit_offset,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,inner_join,mysql,postgres,basic,True,True,True,True,False,,False
mysql,inner_join,mysql,mysql,basic,True,True,True,True,False,,False
mysql,inner_join,mysql,tsql,basic,True,True,True,True,False,,False
mysql,inner_join,mysql,oracle,basic,True,True,True,True,False,,False
mysql,inner_join,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,aggregate_count,mysql,postgres,basic,True,True,True,True,False,,False
mysql,aggregate_count,mysql,mysql,basic,True,True,True,True,False,,False
mysql,aggregate_count,mysql,tsql,basic,True,True,True,True,False,,False
mysql,aggregate_count,mysql,oracle,basic,True,True,True,True,False,,False
mysql,aggregate_count,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,where_in,mysql,postgres,basic,True,True,True,True,False,,False
mysql,where_in,mysql,mysql,basic,True,True,True,True,False,,False
mysql,where_in,mysql,tsql,basic,True,True,True,True,False,,False
mysql,where_in,mysql,oracle,basic,True,True,True,True,False,,False
mysql,where_in,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,json_extract,mysql,postgres,intermediate,True,True,True,True,False,,False
mysql,json_extract,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,json_extract,mysql,tsql,intermediate,True,True,False,False,False,,False
mysql,json_extract,mysql,oracle,intermediate,True,True,True,True,False,,False
mysql,json_extract,mysql,snowflake,intermediate,True,True,False,False,False,,False
mysql,group_concat,mysql,postgres,intermediate,True,True,True,True,False,,False
mysql,group_concat,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,group_concat,mysql,tsql,intermediate,True,True,True,True,False,,False
mysql,group_concat,mysql,oracle,intermediate,True,True,True,True,False,,False
mysql,group_concat,mysql,snowflake,intermediate,True,True,True,True,False,,False
mysql,date_format,mysql,postgres,intermediate,True,True,False,False,False,,False
mysql,date_format,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,date_format,mysql,tsql,intermediate,True,True,False,False,False,,False
mysql,date_format,mysql,oracle,intermediate,True,True,False,False,False,,False
mysql,date_format,mysql,snowflake,intermediate,True,True,False,False,False,,False
mysql,subquery_in_select,mysql,postgres,intermediate,True,True,True,True,False,,False
mysql,subquery_in_select,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,subquery_in_select,mysql,tsql,intermediate,True,True,True,True,False,,False
mysql,subquery_in_select,mysql,oracle,intermediate,True,True,True,True,False,,False
mysql,subquery_in_select,mysql,snowflake,intermediate,True,True,True,True,False,,False
mysql,left_join_with_aggregation,mysql,postgres,intermediate,True,True,True,True,False,,False
mysql,left_join_with_aggregation,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,left_join_with_aggregation,mysql,tsql,intermediate,True,True,True,True,False,,False
mysql,left_join_with_aggregation,mysql,oracle,intermediate,True,True,True,True,False,,False
mysql,left_join_with_aggregation,mysql,snowflake,intermediate,True,True,True,True,False,,False
mysql,case_when,mysql,postgres,intermediate,True,True,True,True,False,,False
mysql,case_when,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,case_when,mysql,tsql,intermediate,True,True,True,True,False,,False
mysql,case_when,mysql,oracle,intermediate,True,True,True,True,False,,False
mysql,case_when,mysql,snowflake,intermediate,True,True,True,True,False,,False
mysql,window_function_row_number,mysql,postgres,advanced,True,True,True,True,False,,False
mysql,window_function_row_number,mysql,mysql,advanced,True,True,True,True,False,,False
mysql,window_function_row_number,mysql,tsql,advanced,True,True,True,True,False,,False
mysql,window_function_row_number,mysql,oracle,advanced,True,True,True,True,False,,False
mysql,window_function_row_number,mysql,snowflake,advanced,True,True,True,True,False,,False
mysql,recursive_cte,mysql,postgres,advanced,True,True,True,True,False,,False
mysql,recursive_cte,mysql,mysql,advanced,True,True,True,True,False,,False
mysql,recursive_cte,mysql,tsql,advanced,True,True,True,True,False,,False
mysql,recursive_cte,mysql,oracle,advanced,True,True,True,True,False,,False
mysql,recursive_cte,mysql,snowflake,advanced,True,True,True,True,False,,False
mysql,complex_join_aggregation,mysql,postgres,advanced,True,True,False,False,False,,False
mysql,complex_join_aggregation,mysql,mysql,advanced,True,True,True,True,False,,False
mysql,complex_join_aggregation,mysql,tsql,advanced,True,True,True,True,False,,False
mysql,complex_join_aggregation,mysql,oracle,advanced,True,True,True,True,False,,False
mysql,complex_join_aggregation,mysql,snowflake,advanced,True,True,False,False,False,,False
mysql,fulltext_search,mysql,postgres,dialect_specific,True,True,True,True,False,,False
mysql,fulltext_search,mysql,mysql,dialect_specific,True,True,True,True,False,,False
mysql,fulltext_search,mysql,tsql,dialect_specific,True,True,True,True,False,,False
mysql,fulltext_search,mysql,oracle,dialect_specific,True,True,True,True,False,,False
mysql,fulltext_search,mysql,snowflake,dialect_specific,True,True,True,True,False,,False
mysql,on_duplicate_key,mysql,postgres,dialect_specific,True,True,True,True,False,,False
mysql,on_duplicate_key,mysql,mysql,dialect_specific,True,True,True,True,False,,False
mysql,on_duplicate_key,mysql,tsql,dialect_specific,True,True,True,True,False,,False
mysql,on_duplicate_key,mysql,oracle,dialect_specific,True,True,True,True,False,,False
mysql,on_duplicate_key,mysql,snowflake,dialect_specific,True,True,True,True,False,,False
mysql,insert_ignore,mysql,postgres,dialect_specific,True,True,False,False,,,False
mysql,insert_ignore,mysql,mysql,dialect_specific,True,True,True,True,False,,False
mysql,insert_ignore,mysql,tsql,dialect_specific,True,True,False,False,,,False
mysql,insert_ignore,mysql,oracle,dialect_specific,True,True,False,False,,,False
